Feature,Instance,LocX,LocY,Checkin
D,1570,581029.5298,758408.1024,22109
D,1571,579875.7197,758408.1024,9931
D,1572,710706.7316,758284.4751,27500
D,1573,581006.1605,758223.2184,4335
D,1574,581006.1605,758160.8478,2655
D,1575,713488.2235,758129.6626,128
D,1576,713797.1429,757944.7785,8543
D,1577,713821.1031,757851.2227,3222
D,1578,581462.2867,757821.1512,664
D,1579,580500.6786,757758.7806,1738
D,1580,581149.8379,757727.5954,1367
D,1581,581486.5206,757666.3386,4296
D,1582,580404.5999,757666.3386,5136
D,1583,580260.0475,757666.3386,10935
D,1584,579394.4261,757666.3386,1036
D,1585,580500.6786,757635.1533,14992
D,1586,580092.1221,757635.1533,7889
D,1587,579563.2275,757635.1533,1046
D,1588,713821.1031,757417.9702,58
D,1589,716269.0649,757294.3429,1357
D,1590,581823.1934,757233.0862,33101
D,1591,580573.3863,757233.0862,3488
D,1592,580549.1504,756954.6463,11
D,1593,581774.727,756892.2757,15981
D,1594,712846.3985,756768.6484,10094
D,1595,583145.5551,756707.3917,4279
D,1596,713464.2626,756676.2064,1666
D,1597,578985.83,756676.2064,585
D,1598,714795.7278,756613.8359,1098
D,1599,580789.7754,756490.2086,17584
D,1600,713773.1827,756180.5834,20596
D,1601,715033.5959,755964.5141,1609
D,1602,714509.9374,755964.5141,1589
D,1603,713298.2469,755654.8889,3267
D,1604,714533.8961,755500.0763,18222
D,1605,714058.9907,754664.7567,2663
D,1606,714771.7695,754603.4999,750
D,1607,714319.9771,754509.9441,1070
D,1608,715270.6037,751323.4781,5756
D,1609,716174.0992,751292.2929,1196
D,1610,715318.5181,750766.5984,11014
D,1611,578938.2173,750148.4618,14227
D,1612,716553.9575,750024.8345,18242
D,1613,715247.5021,750024.8345,8224
D,1614,715437.4476,749931.2787,2708
D,1615,716435.0392,749838.8367,5005
D,1616,716174.0992,749838.8367,2628
D,1617,715270.6037,749807.6514,83
D,1618,715365.5767,749652.8388,22427
D,1619,716316.9753,749529.2115,7701
D,1620,762284.8099,749498.0263,47
D,1621,715342.4752,749498.0263,3317
D,1622,715912.2979,749436.7695,3931
D,1623,716435.0392,749219.5864,5343
D,1624,715603.4334,749064.7738,4412
D,1625,716316.9753,748848.7045,19098
D,1626,716411.9398,748786.3339,12274
D,1627,716198.0546,748756.2624,4742
D,1628,715365.5767,748693.8919,17315
D,1629,713512.1843,748507.8941,8669
D,1630,712299.5363,748323.01,12896
D,1631,712014.5418,748323.01,3086
D,1632,712228.5023,748199.3827,38375
D,1633,712252.4656,747889.7575,13261
D,1634,711419.7114,747858.5723,14715
D,1635,712085.5771,747766.1302,5720
D,1636,715508.4624,747703.7597,118
D,1637,712252.4656,747672.5744,1262
D,1638,712204.5389,747580.1324,6339
D,1639,760224.7072,747364.063,4898
D,1640,712133.5043,746837.2548,2612
D,1641,759846.2305,746807.1833,2699
D,1642,759940.8508,746497.5581,1972
D,1643,759846.2305,746342.7455,678
D,1644,759846.2305,746311.5603,1151
D,1645,759703.8725,746250.3035,609
D,1646,732513.3198,746187.933,6132
D,1647,710373.7647,745878.3078,11850
D,1648,711277.6324,745754.6805,13493
D,1649,711300.7417,745414.9839,8273
D,1650,759396.1348,745042.9882,1404
D,1651,711657.6471,744981.7314,3175
D,1652,711586.6092,744424.8516,18687
D,1653,710254.7846,743867.9719,1740
D,1654,710968.6475,743495.9762,12498
D,1655,711467.6413,743465.9047,22317
D,1656,711396.6023,743465.9047,2053
D,1657,710635.688,743465.9047,279
D,1658,711467.6413,743342.2774,4634
D,1659,711538.6798,743156.2796,9165
D,1660,579250.7266,742723.0271,1660
D,1661,578793.6463,742691.8418,5064
D,1662,578889.7386,742660.6566,29949
D,1663,741219.6991,742073.7053,645
D,1664,711039.6891,740217.0682,1918
D,1665,712275.573,738175.547,43213
D,1666,713345.3135,737742.2945,6855
D,1667,712228.5023,737277.8568,3030
D,1668,712370.5699,737123.0442,316
D,1669,711966.6141,737123.0442,2327
D,1670,681640.0468,736597.3497,9035
D,1671,712275.573,734679.4558,7085
D,1672,713250.3244,734462.2727,2045
D,1673,713155.3346,734462.2727,11643
D,1674,713084.3057,734462.2727,275
D,1675,714937.7647,734122.5761,6327
D,1676,713464.2626,733967.7635,11592
D,1677,713369.2745,733967.7635,2358
D,1678,714367.8953,733626.9531,3248
D,1679,713084.3057,733224.8859,3360
D,1680,739014.2372,733193.7006,542
D,1681,715437.4476,732328.3095,511
D,1682,715104.6132,731306.992,362
D,1683,715199.5874,731275.8067,2344
D,1684,715556.3758,730564.1144,4380
D,1685,716174.0992,730409.3018,1405
D,1686,715151.6726,730316.8598,1299
D,1687,711586.6092,729914.7926,1178
D,1688,715199.5874,729852.4221,13976
D,1689,712513.4916,729357.9128,2182
D,1690,711728.6846,729295.5423,2266
D,1691,715841.2855,729203.1003,4087
D,1692,713440.3018,729203.1003,6772
D,1693,708637.7351,722953.7956,8836
D,1694,708019.6199,721994.8486,3684
D,1695,707781.6113,721871.2213,10119
D,1696,707972.5322,721623.9667,551
D,1697,708994.7205,721345.5268,798
D,1698,712632.4491,721097.1585,10455
D,1699,714343.9363,719024.452,9071
D,1700,713298.2469,718839.5679,6394
D,1701,714676.7919,718714.8268,3491
D,1702,713440.3018,718684.7553,977
D,1703,723728.779,718220.3176,3591
D,1704,713964.0074,718220.3176,2543
D,1705,714890.7045,718157.9471,1192
D,1706,722422.2551,718127.8756,330
D,1707,714082.0947,718127.8756,3549
D,1708,722683.9134,718065.505,10809
D,1709,722518.0262,718065.505,28895
D,1710,722422.2551,718065.505,3507
D,1711,722422.2551,717941.8777,6387
D,1712,722731.798,717879.5072,11122
D,1713,712275.573,717787.0652,2962
D,1714,722232.421,717725.8084,1011
D,1715,722375.2245,717694.6231,3757
D,1716,723776.6594,717632.2526,175
D,1717,715603.4334,717632.2526,3290
D,1718,722731.798,717601.0673,15280
D,1719,735313.6483,717539.8105,11561
D,1720,735313.6483,717539.8105,1802
D,1721,722731.798,717539.8105,3353
D,1722,722399.1674,717539.8105,3011
D,1723,722992.5944,717477.44,4183
D,1724,722351.2815,717416.1832,2402
D,1725,722826.7114,717322.6274,595
D,1726,735408.4619,717292.5559,9853
D,1727,712299.5363,717230.1854,9217
D,1728,722826.7114,717075.3728,4418
D,1729,722280.3074,717044.1876,4299
D,1730,709588.8163,716859.3035,21597
D,1731,722683.9134,716673.3056,8183
D,1732,721496.144,716147.6111,11471
D,1733,706450.216,716147.6111,1849
D,1734,706569.2343,716116.4259,5072
D,1735,706759.3185,716023.9838,2375
D,1736,711514.7151,715992.7986,8958
D,1737,712917.4288,715961.6133,16788
D,1738,706949.3997,715651.9882,1963
D,1739,706878.3337,715621.9167,1920
D,1740,736927.0851,715590.7314,1102
D,1741,706711.3696,715590.7314,8744
D,1742,495548.9968,715590.7314,8668
D,1743,711443.6764,715559.5461,9688
D,1744,712180.5754,715528.3609,3374
D,1745,712180.5754,715528.3609,29753
D,1746,711253.6671,715498.2893,12088
D,1747,712014.5418,715404.7335,6354
D,1748,712014.5418,715404.7335,5087
D,1749,495694.6394,715404.7335,13038
D,1750,495476.6108,715373.5483,68
D,1751,710968.6475,715312.2915,4302
D,1752,706569.2343,715312.2915,237
D,1753,711039.6891,715281.1062,7518
D,1754,712085.5771,715219.8495,9409
D,1755,712085.5771,715219.8495,5899
D,1756,495476.6108,715219.8495,4580
D,1757,495476.6108,715126.2937,18641
D,1758,711158.6613,715065.0369,25622
D,1759,737733.2949,714941.4096,2346
D,1760,712228.5023,714941.4096,3454
D,1761,712156.612,714910.2243,6742
D,1762,705950.155,714847.8538,6686
D,1763,715413.4906,714724.2265,7817
D,1764,495694.6394,714724.2265,18333
D,1765,706902.3078,714414.6013,1584
D,1766,712252.4656,714167.3467,4050
D,1767,738278.9931,714012.5341,26724
D,1768,712537.4544,713857.7216,3425
D,1769,720925.7332,713053.5872,3059
D,1770,720711.929,712992.3304,1427
D,1771,726388.4127,712775.1473,10256
D,1772,719690.7473,712713.8905,5064
D,1773,728786.7899,712682.7053,33466
D,1774,721282.35,712527.8927,6292
D,1775,726269.5925,712063.455,1507
D,1776,725035.1598,712002.1982,1044
D,1777,725652.3921,711939.8277,11818
D,1778,723230.2989,711382.9479,10839
D,1779,719334.0828,711166.8786,882
D,1780,723609.9323,711104.508,8021
D,1781,719547.9117,711012.066,2754
D,1782,672078.3394,710733.6261,3784
D,1783,719999.5058,710640.0703,349
D,1784,723396.1762,710609.9988,11841
D,1785,720118.3885,710331.5589,6950
D,1786,720094.441,710331.5589,761
D,1787,720023.4534,710300.3737,2435
D,1788,708233.6524,710300.3737,7514
D,1789,706260.1268,710176.7463,10536
D,1790,720142.3359,710083.1906,5967
D,1791,719287.0399,710083.1906,1335
D,1792,720023.4534,710021.9338,7088
D,1793,712442.4589,709929.4917,7664
D,1794,715128.5707,709898.3065,14168
D,1795,714011.0713,709835.9359,355
D,1796,714011.0713,709835.9359,1275
D,1797,706260.1268,709835.9359,5339
D,1798,706260.1268,709835.9359,6943
D,1799,719999.5058,709526.3108,26890
D,1800,719642.8505,709526.3108,27151
D,1801,719738.6439,709310.2414,5396
D,1802,719809.6331,709031.8016,3450
D,1803,713417.1966,709031.8016,3549
D,1804,710777.7747,709000.6163,34009
D,1805,719880.6219,708969.431,5298
D,1806,708233.6524,708784.5469,578
D,1807,706307.2213,708784.5469,5730
D,1808,719097.1559,708753.3617,20079
D,1809,741670.4753,708690.9911,204
D,1810,711705.576,708690.9911,2218
D,1811,741670.4753,708660.9196,11001
D,1812,719049.2567,708629.7344,17636
D,1813,711895.5781,708474.9218,61
D,1814,712703.4808,708443.7365,1830
D,1815,711871.614,708443.7365,20977
D,1816,712347.4626,708382.4798,9551
D,1817,708614.6206,708382.4798,10128
D,1818,708471.6519,708382.4798,7382
D,1819,708162.594,708382.4798,18883
D,1820,712989.3145,708351.2945,8169
D,1821,712989.3145,708351.2945,2066
D,1822,716007.2657,708196.4819,2060
D,1823,715033.5959,708196.4819,5236
D,1824,713440.3018,708196.4819,13435
D,1825,708233.6524,708196.4819,89
D,1826,715746.3163,708165.2967,455
D,1827,715603.4334,708165.2967,17311
D,1828,712917.4288,707980.4126,11567
D,1829,712917.4288,707980.4126,2945
D,1830,715437.4476,707855.6715,1161
D,1831,725106.1175,707825.6,1577
D,1832,725700.2647,707794.4147,17120
D,1833,712989.3145,707794.4147,32766
D,1834,713036.3823,707670.7874,31573
D,1835,711990.578,707670.7874,21496
D,1836,725367.7169,707639.6022,12635
D,1837,717172.4846,707547.1601,1443
D,1838,717290.5401,707515.9749,23448
D,1839,712252.4656,707515.9749,4784
D,1840,712632.4491,707484.7896,25
D,1841,707924.5883,707484.7896,539
D,1842,704499.5164,707484.7896,3996
D,1843,713060.344,707453.6043,1199
D,1844,725486.5461,707423.5328,1038
D,1845,706188.2004,707423.5328,24849
D,1846,704499.5164,707423.5328,15403
D,1847,704428.4357,707423.5328,6158
D,1848,725819.0906,707361.1623,6160
D,1849,725581.4377,707361.1623,1967
D,1850,713987.1115,707361.1623,614
D,1851,713987.1115,707298.7917,3441
D,1852,705736.0814,707206.3497,501
D,1853,705522.0039,707206.3497,2567
D,1854,725628.4557,707175.1644,2146
D,1855,707639.4887,707113.9077,7348
D,1856,740911.4882,707051.5371,8934
D,1857,741006.2575,707020.3519,2112
D,1858,704975.6606,707020.3519,11499
D,1859,704998.7822,706927.9098,4839
D,1860,725272.8237,706896.7246,8813
D,1861,724464.9183,706896.7246,3404
D,1862,713226.3631,706896.7246,6255
D,1863,713060.344,706896.7246,5259
D,1864,712442.4589,706896.7246,13255
D,1865,712846.3985,706773.0973,465
D,1866,719595.8089,706618.2847,5402
D,1867,712751.4055,706618.2847,10147
D,1868,711491.6061,706618.2847,12467
D,1869,719192.0983,706588.2132,2940
D,1870,708423.7099,706433.4006,26
D,1871,723230.2989,706371.0301,3489
D,1872,714486.8343,706371.0301,316
D,1873,713036.3823,706371.0301,25985
D,1874,712965.3527,706371.0301,15726
D,1875,712299.5363,706309.7733,13748
D,1876,708328.6815,706309.7733,7768
D,1877,723515.0251,706247.4028,665
D,1878,707995.648,706247.4028,6440
D,1879,739441.1876,706216.2175,17196
D,1880,716886.7513,706216.2175,6891
D,1881,714201.0365,706185.0322,21848
D,1882,713060.344,706092.5902,11743
D,1883,708090.6791,706092.5902,982
D,1884,706331.1966,706092.5902,855
D,1885,714842.7884,705906.5923,2613
D,1886,727267.1328,705876.5208,628
D,1887,719215.1923,705814.1503,3626
D,1888,740081.5846,705721.7083,1295
D,1889,707686.5777,705721.7083,8758
D,1890,707686.5777,705721.7083,5746
D,1891,718835.4189,705690.523,34
D,1892,740461.5373,705659.3377,1061
D,1893,739630.7486,705659.3377,1538
D,1894,727480.8196,705659.3377,3514
D,1895,719025.3071,705628.1525,7560
D,1896,740532.4035,705566.8957,9275
D,1897,716364.0299,705566.8957,6999
D,1898,706283.246,705443.2684,12992
D,1899,726958.5624,705412.0831,19027
D,1900,712751.4055,705349.7126,13554
D,1901,723704.8388,705319.6411,3069
D,1902,718978.263,705319.6411,18718
D,1903,704380.4773,705319.6411,4684
D,1904,707853.5281,705288.4558,9312
D,1905,718954.3132,705226.0853,3584
D,1906,740603.2694,705164.8285,2240
D,1907,703976.2496,705164.8285,7027
D,1908,722992.5944,705133.6432,4749
D,1909,726982.4961,705102.458,1022
D,1910,723562.9063,705102.458,4409
D,1911,712537.4544,705071.2727,924
D,1912,739251.6235,705010.0159,59
D,1913,719001.3574,704978.8307,1459
D,1914,715151.6726,704947.6454,5646
D,1915,710991.7574,704917.5739,361
D,1916,710920.7156,704917.5739,5559
D,1917,710920.7156,704917.5739,763
D,1918,711443.6764,704824.0181,7102
D,1919,703905.1657,704792.8328,17932
D,1920,740556.3101,704762.7613,425
D,1921,718526.6302,704700.3908,4227
D,1922,739465.0963,704639.134,481
D,1923,718074.9803,704639.134,5335
D,1924,723633.8728,704607.9487,14619
D,1925,719334.0828,704607.9487,2619
D,1926,714177.9328,704607.9487,9527
D,1927,646550.8493,704607.9487,1361
D,1928,718407.7316,704514.3929,494
D,1929,718051.0287,704514.3929,36886
D,1930,715247.5021,704453.1362,8629
D,1931,723966.4689,704421.9509,15577
D,1932,739630.7486,704329.5089,3295
D,1933,646479.4171,704329.5089,1845
D,1934,739986.808,704267.1383,4717
D,1935,714201.0365,704267.1383,1838
D,1936,706521.2846,704205.8816,3574
D,1937,706093.1541,704205.8816,14812
D,1938,706069.1783,704205.8816,5208
D,1939,704047.333,704205.8816,18878
D,1940,723704.8388,704174.6963,19768
D,1941,728169.7196,704143.511,8700
D,1942,712775.3677,704112.3258,42076
D,1943,705260.8241,704112.3258,1657
D,1944,740556.3101,704019.8837,10091
D,1945,739986.808,704019.8837,14636
D,1946,723847.6246,703988.6984,2743
D,1947,718764.4238,703988.6984,12544
D,1948,717766.1719,703988.6984,9224
D,1949,718716.5233,703927.4417,2459
D,1950,718526.6302,703865.0711,2872
D,1951,723159.3301,703803.8144,7290
D,1952,723159.3301,703803.8144,6597
D,1953,718740.4736,703803.8144,1938
D,1954,739535.9685,703772.6291,11235
D,1955,718407.7316,703772.6291,9856
D,1956,740342.8567,703649.0018,17229
D,1957,740556.3101,703555.446,13513
D,1958,717576.2636,703370.5619,18156
D,1959,631025.1295,703370.5619,6249
D,1960,738990.3275,703308.1914,11884
D,1961,738278.9931,703308.1914,2384
D,1962,717267.4423,703308.1914,26711
D,1963,646909.7246,703277.0061,3118
D,1964,631575.7916,703277.0061,328
D,1965,631049.2592,703277.0061,6612
D,1966,735124.0189,703215.7493,5468
D,1967,717314.4932,703184.5641,10593
D,1968,719120.25,703153.3788,13112
D,1969,630211.5839,703153.3788,11288
D,1970,713060.344,703122.1935,160
D,1971,739370.3148,703060.9368,5685
D,1972,714272.9144,703029.7515,2826
D,1973,646264.2574,703029.7515,12494
D,1974,739203.805,702874.9389,15581
D,1975,718883.3189,702874.9389,8794
D,1976,717504.4057,702874.9389,2574
D,1977,717219.5358,702874.9389,1240
D,1978,646766.0037,702874.9389,18774
D,1979,740437.6305,702843.7537,2479
D,1980,717814.0763,702843.7537,12414
D,1981,713274.2857,702843.7537,1364
D,1982,738848.5764,702813.6822,5357
D,1983,630402.9102,702782.4969,9569
D,1984,630187.4525,702720.1264,5758
D,1985,713440.3018,702690.0548,8080
D,1986,713274.2857,702658.8696,5557
D,1987,713274.2857,702627.6843,11061
D,1988,719524.8184,702596.499,42828
D,1989,738990.3275,702535.2423,2021
D,1990,722090.4711,702535.2423,6101
D,1991,717481.3084,702380.4297,945
D,1992,717124.5777,702380.4297,4865
D,1993,718407.7316,702349.2444,223
D,1994,723111.4472,702225.6171,18686
D,1995,717029.6188,702194.4319,2910
D,1996,738611.1821,702163.2466,1848
D,1997,713607.1712,702133.1751,8605
D,1998,738587.2717,702101.9898,5253
D,1999,723562.9063,702070.8045,1901
D,2000,739465.0963,702039.6193,3661
D,2001,738871.6324,702039.6193,4387
D,2002,738017.6759,702039.6193,7353
D,2003,721923.7204,701978.3625,1742
D,2004,722018.6403,701947.1772,1132
D,2005,717148.5312,701947.1772,5616
D,2006,740342.8567,701915.992,11081
D,2007,738278.9931,701915.992,2505
D,2008,723800.5995,701854.7352,16010
D,2009,739630.7486,701792.3647,8566
D,2010,739156.8403,701792.3647,3469
D,2011,722945.5659,701792.3647,8778
D,2012,740484.5902,701761.1794,16837
D,2013,713488.2235,701761.1794,12960
D,2014,739512.0598,701729.9941,1256
D,2015,722565.0563,701729.9941,10403
D,2016,740081.5846,701668.7374,11421
D,2017,722565.0563,701668.7374,8870
D,2018,738089.4106,701606.3668,506
D,2019,716910.7053,701576.2953,4635
D,2020,739630.7486,701545.1101,13846
D,2021,739773.3444,701513.9248,1261
D,2022,732750.835,701482.7395,2710
D,2023,727196.188,701482.7395,8647
D,2024,722399.1674,701451.5543,4607
D,2025,740200.2677,701390.2975,858
D,2026,733486.4186,701390.2975,1023
D,2027,723704.8388,701390.2975,22394
D,2028,740365.9099,701359.1122,2074
D,2029,739773.3444,701359.1122,15011
D,2030,717695.1705,701359.1122,12564
D,2031,717267.4423,701359.1122,8876
D,2032,739725.528,701327.9269,3403
D,2033,739062.0564,701327.9269,2407
D,2034,740152.4531,701297.8554,22627
D,2035,739938.9924,701297.8554,2518
D,2036,735740.7306,701297.8554,12460
D,2037,734791.7332,701266.6702,6461
D,2038,733248.918,701266.6702,32138
D,2039,732892.6583,701266.6702,1205
D,2040,722304.2505,701266.6702,1348
D,2041,718692.573,701266.6702,5255
D,2042,735930.3502,701235.4849,22601
D,2043,740365.9099,701204.2996,2717
D,2044,630642.4944,701204.2996,40619
D,2045,739892.0306,701173.1144,10693
D,2046,739678.5654,701173.1144,270
D,2047,722018.6403,701173.1144,1974
D,2048,717956.0772,701111.8576,1718
D,2049,740224.175,701080.6723,30996
D,2050,738397.6941,701080.6723,7455
D,2051,723420.1171,701080.6723,1582
D,2052,630187.4525,701080.6723,2573
D,2053,722185.3896,701049.4871,16518
D,2054,722137.5029,701049.4871,8112
D,2055,713536.145,701049.4871,18386
D,2056,735028.3489,700988.2303,1403
D,2057,717814.0763,700988.2303,431
D,2058,737994.6183,700957.045,17103
D,2059,710516.7105,700925.8598,27115
D,2060,722897.6822,700894.6745,5921
D,2061,718621.5772,700894.6745,7843
D,2062,717814.0763,700864.603,12174
D,2063,723681.7535,700802.2325,3531
D,2064,713417.1966,700802.2325,5632
D,2065,630666.6249,700802.2325,19763
D,2066,717671.2182,700771.0472,1488
D,2067,717481.3084,700771.0472,270
D,2068,726388.4127,700740.9757,1162
D,2069,710991.7574,700740.9757,6319
D,2070,739275.5326,700647.4199,1743
D,2071,740152.4531,700616.2346,1890
D,2072,733201.9299,700616.2346,10921
D,2073,739583.7856,700554.9778,7261
D,2074,739085.112,700554.9778,5231
D,2075,719097.1559,700554.9778,1099
D,2076,725628.4557,700523.7926,3247
D,2077,718954.3132,700492.6073,16660
D,2078,738871.6324,700462.5358,13479
D,2079,738895.5423,700400.1653,12729
D,2080,737662.4121,700400.1653,1850
D,2081,723609.9323,700400.1653,3236
D,2082,740129.3995,700337.7947,3107
D,2083,739227.7143,700337.7947,6786
D,2084,629492.7896,700337.7947,3565
D,2085,722588.9988,700307.7232,8018
D,2086,716791.7905,700276.538,1544
D,2087,728573.1265,700245.3527,16620
D,2088,716862.7973,700245.3527,360
D,2089,716862.7973,700245.3527,5317
D,2090,739986.808,700184.0959,15662
D,2091,629804.7897,700184.0959,1785
D,2092,740389.8168,700152.9107,211
D,2093,722541.1137,700121.7254,708
D,2094,722612.9413,700090.5401,13989
D,2095,718478.7288,700090.5401,778
D,2096,728288.5209,700059.3549,7475
D,2097,721567.1227,700059.3549,17655
D,2098,716553.9575,699998.0981,16178
D,2099,716174.0992,699966.9128,23167
D,2100,715865.2415,699966.9128,1989
D,2101,718312.783,699935.7275,13419
D,2102,717742.2197,699874.4708,6669
D,2103,716672.8746,699874.4708,73
D,2104,739892.0306,699843.2855,4181
D,2105,717386.3523,699843.2855,15339
D,2106,723182.4164,699812.1002,6282
D,2107,716910.7053,699750.8435,7475
D,2108,718645.5276,699719.6582,8091
D,2109,718145.9794,699627.2162,13087
D,2110,717386.3523,699564.8456,2164
D,2111,727385.9431,699533.6604,674
D,2112,718122.8834,699472.4036,2894
D,2113,717433.4027,699317.591,2518
D,2114,717409.4498,699286.4057,2335
D,2115,717695.1705,699255.2205,5262
D,2116,717576.2636,699070.3364,15150
D,2117,712822.4364,699070.3364,6224
D,2118,724631.6334,698976.7806,10815
D,2119,717433.4027,698945.5953,7834
D,2120,717980.029,698853.1533,4687
D,2121,725343.78,698821.968,2085
D,2122,726388.4127,698791.8965,31844
D,2123,725676.3285,698760.7112,10546
D,2124,723135.3887,698760.7112,12712
D,2125,725130.055,698729.526,11758
D,2126,725296.7608,698698.3407,496
D,2127,714700.7503,698698.3407,12631
D,2128,729427.7571,698637.0839,5985
D,2129,723206.3577,698637.0839,4545
D,2130,717195.5825,698637.0839,2586
D,2131,726887.6157,698605.8987,13362
D,2132,716767.8363,698605.8987,11581
D,2133,724156.2754,698574.7134,3792
D,2134,718003.9808,698543.5281,9416
D,2135,723776.6594,698513.4566,4117
D,2136,723704.8388,698451.0861,409
D,2137,729427.7571,698388.7156,6587
D,2138,714319.9771,698388.7156,11027
D,2139,714296.018,698388.7156,4997
D,2140,717124.5777,698358.6441,4240
D,2141,717100.6242,698296.2735,2330
D,2142,723040.4777,698265.0883,4095
D,2143,714747.8113,698265.0883,21872
D,2144,725248.8865,698235.0168,3141
D,2145,716862.7973,698235.0168,10798
D,2146,716862.7973,698235.0168,8191
D,2147,714319.9771,698235.0168,6415
D,2148,714296.018,698235.0168,681
D,2149,725011.2222,698203.8315,19686
D,2150,725248.8865,698141.461,3719
D,2151,724631.6334,698141.461,3822
D,2152,724987.2845,698110.2757,3649
D,2153,714319.9771,698110.2757,14039
D,2154,714153.9733,698110.2757,8288
D,2155,725486.5461,698080.2042,7151
D,2156,722399.1674,698080.2042,18
D,2157,717029.6188,698080.2042,6382
D,2158,725581.4377,698049.0189,11382
D,2159,717195.5825,698049.0189,771
D,2160,714628.8749,698049.0189,1470
D,2161,729047.4541,698017.8336,3727
D,2162,714343.9363,698017.8336,26648
D,2163,717885.0769,697894.2063,3678
D,2164,723016.536,697863.0211,1452
D,2165,729902.0508,697831.8358,484
D,2166,716482.9489,697831.8358,4508
D,2167,722351.2815,697801.7643,4267
D,2168,729474.7601,697708.2085,4960
D,2169,724869.3053,697708.2085,4792
D,2170,723016.536,697678.137,16658
D,2171,715009.6382,697678.137,7902
D,2172,714842.7884,697678.137,2541
D,2173,714391.8543,697646.9517,9683
D,2174,714367.8953,697646.9517,449
D,2175,716269.0649,697584.5812,22416
D,2176,716553.9575,697553.3959,5677
D,2177,729427.7571,697523.3244,9619
D,2178,722185.3896,697523.3244,3634
D,2179,725724.201,697492.1392,8238
D,2180,729047.4541,697460.9539,5551
D,2181,721828.7998,697429.7686,5768
D,2182,716791.7905,697429.7686,1686
D,2183,716245.1097,697368.5118,5069
D,2184,738871.6324,697337.3266,8042
D,2185,722185.3896,697306.1413,510
D,2186,722992.5944,697274.956,10518
D,2187,716340.0748,697213.6993,913
D,2188,714866.7464,697213.6993,15205
D,2189,721876.6878,697182.514,23103
D,2190,716791.7905,697090.072,1128
D,2191,724037.4329,697058.8867,1816
D,2192,722707.8557,697058.8867,6885
D,2193,722375.2245,697058.8867,7954
D,2194,722208.4778,697058.8867,2764
D,2195,716886.7513,697058.8867,4614
D,2196,722066.5275,697027.7014,5853
D,2197,721876.6878,697027.7014,634
D,2198,724726.5317,696996.5162,1011
D,2199,722161.4463,696780.4468,6218
D,2200,726555.101,696718.0763,3777
D,2201,729356.8251,696688.0048,21546
D,2202,722754.8851,696688.0048,3712
D,2203,722351.2815,696688.0048,6085
D,2204,716648.9202,696594.449,7080
D,2205,722208.4778,696347.1944,4379
D,2206,726436.2824,696316.0091,6237
D,2207,725652.3921,696316.0091,8173
D,2208,725153.9923,696285.9376,8355
D,2209,725130.055,696099.9398,10126
D,2210,726127.6905,696068.7545,9159
D,2211,726103.7551,696037.5692,10858
D,2212,725652.3921,695697.8726,7323
D,2213,723538.9657,695635.502,7982
D,2214,722897.6822,695511.8747,6594
D,2215,647555.1561,695450.618,26028
D,2216,726293.5276,695357.0622,4439
D,2217,725866.1078,695357.0622,8886
D,2218,725533.5646,695295.8054,8087
D,2219,716482.9489,695295.8054,469
D,2220,724464.9183,695264.6201,4708
D,2221,715889.1975,695264.6201,3926
D,2222,726317.4626,695202.2496,1984
D,2223,724085.3121,695140.9928,5874
D,2224,724464.9183,695109.8075,307
D,2225,723990.4086,695109.8075,8913
D,2226,722470.1407,695109.8075,1095
D,2227,722873.7403,695047.437,3493
D,2228,725177.9297,695017.3655,4464
D,2229,725890.0437,694986.1802,5334
D,2230,726626.0496,694954.995,28126
D,2231,722897.6822,694954.995,5459
D,2232,716435.0392,694707.7403,3130
D,2233,723230.2989,694645.3698,478
D,2234,720070.4934,694645.3698,8182
D,2235,719476.9209,694645.3698,3131
D,2236,720403.189,694615.2983,23565
D,2237,723040.4777,694584.113,10719
D,2238,725510.4828,694552.9278,38758
D,2239,725035.1598,694552.9278,3144
D,2240,726555.101,694521.7425,7004
D,2241,722280.3074,694521.7425,11565
D,2242,725486.5461,694490.5572,16692
D,2243,725462.6094,694490.5572,11541
D,2244,726198.6417,694429.3005,2655
D,2245,724228.0933,694429.3005,8038
D,2246,722018.6403,694398.1152,14112
D,2247,720284.3091,694398.1152,12834
D,2248,719263.0907,694398.1152,2785
D,2249,719001.3574,694398.1152,11793
D,2250,726317.4626,694366.9299,28740
D,2251,724797.4912,694366.9299,11447
D,2252,723301.2673,694366.9299,37559
D,2253,723182.4164,694366.9299,3225
D,2254,718740.4736,694336.8584,33002
D,2255,719334.0828,694274.4879,2463
D,2256,718811.4688,694243.3026,365
D,2257,725391.6538,694212.1174,12432
D,2258,719666.7989,694212.1174,8755
D,2259,718359.8297,694212.1174,19203
D,2260,718455.6333,694182.0459,15666
D,2261,718930.3633,694119.6753,3909
D,2262,719381.9808,694088.4901,3754
D,2263,719263.0907,694058.4185,2903
D,2264,725106.1175,693933.6775,6718
D,2265,718859.3689,693933.6775,4452
D,2266,718478.7288,693903.606,263
D,2267,718930.3633,693841.2354,2716
D,2268,716482.9489,693779.9787,251
D,2269,726626.0496,693686.4229,8447
D,2270,713797.1429,693686.4229,4935
D,2271,726626.0496,693593.9808,1684
D,2272,725795.1546,693593.9808,9682
D,2273,725510.4828,693593.9808,16812
D,2274,724845.3673,693593.9808,16501
D,2275,724773.5531,693593.9808,9180
D,2276,706997.3477,693593.9808,1343
D,2277,706521.2846,693562.7956,2986
